X	Y	OBJECTID	COMPKEY	UNITID	UNITDESC	CONDITION	OWNERSHIP	CURRENT_STATUS	PRIMARYDISTRICTCD	SECONDARYDISTRICTCD	OVERRIDEYN	ELMNTKEY	COMPTYPE	SEGKEY	DISTANCE	WIDTH	UNITTYPE	MEASDIST	RECEIPT_NBR	PANDD_NBR	PANDD_NBR_START	PAIDAREA	SUBAREA	SIDE	PERSO_NBR	PS_CONFIGURATION	PAY_BY_PHONE	WIRELESS_CARRIER	MODEM	MODEL	CARD_READER	CATEGORY	OVERRIDECOMMENT	WKD_RATE1	WKD_START1	WKD_END1	WKD_RATE2	WKD_START2	WKD_END2	WKD_RATE3	WKD_START3	WKD_END3	SAT_RATE1	SAT_START1	SAT_END1	SAT_RATE2	SAT_START2	SAT_END2	SAT_RATE3	SAT_START3	SAT_END3	SUN_RATE1	SUN_START1	SUN_END1	SUN_RATE2	SUN_START2	SUN_END2	SUN_RATE3	SUN_START3	SUN_END3	START_TIME_WKD	END_TIME_WKD	START_TIME_SAT	END_TIME_SAT	START_TIME_SUN	END_TIME_SUN	PEAK_HOUR	SHAPE_LNG	SHAPE_LAT
-122.333394	47.6008082	959	527494	PSL-A001	S WASHINGTON ST 0010 BLOCK S SIDE ( 169) 169 FT E/O 1ST AVE S (S2-01-15)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	43906	109	21489	195	-27	PSL	169	A001	1001002	1001	Pioneer Square	Core	S	1652	12977	86839	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.333394	47.6008082
-122.3320851	47.60080615	724	527496	PSL-A002	S WASHINGTON ST 0015 BLOCK S SIDE ( 196) 196 FT E/O OCCIDENTAL AVE S (S2-01-65)                                                                                                                                                                                	GOOD	SDOT	INSVC	DISTRICT7	 	N	89526	109	21490	196	-27	PSL	196	A002	1002002	1002	Pioneer Square	Core	S	1652	12977	86881	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3320851	47.60080615
-122.3323633	47.60095469	726	527495	PSL-A003	S WASHINGTON ST 0015 BLOCK N SIDE ( 109) 109 FT E/O OCCIDENTAL AVE S (S2-01-58)                                                                                                                                                                                	GOOD	SDOT	INSVC	DISTRICT7	 	N	89525	109	21490	127	27	PSL	109	A003	1003002	1003	Pioneer Square	Core	N	1652	12977	86590	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3323633	47.60095469
-122.3327653	47.60141988	727	527491	PSL-A004	OCCIDENTAL AVE S 0010 BLOCK E SIDE (  90) 90 FT S/O YESLER WAY (SOO-01-SOO-01-06)                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	57350	109	12022	110	27	PSL	90	A004	1004002	1004	Pioneer Square	Core	E	1652	12977	87492	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3327653	47.60141988
-122.3329846	47.60130817	238	527492	PSL-A005	OCCIDENTAL AVE S 0010 BLOCK W SIDE ( 131) 131 FT S/O YESLER WAY (SOO-01-13)                                                                                                                                                                                    	GOOD	SDOT	INSVC	DISTRICT7	 	N	57349	109	12022	151	-27	PSL	131	A005	1005002	1005	Pioneer Square	Core	W	1652	12977	87581	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3329846	47.60130817
-122.3334299	47.60096725	928	527493	PSL-A006	S WASHINGTON ST 0010 BLOCK N SIDE ( 161) 161 FT E/O 1ST AVE S (S2-01-12)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	43905	109	21489	186	31	PSL	161	A006	1006002	1006	Pioneer Square	Core	N	1652	12977	86288	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3334299	47.60096725
-122.334912	47.60095045	988	527497	PSL-A007	S WASHINGTON ST 0006 BLOCK N SIDE ( 170) 170 FT E/O ALASKAN E RDWY WAY S (S2-00-62)                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	21765	109	21488	152	24	PSL	170	A007	1007002	1007	Pioneer Square	Edge	N	1410	12978	86456	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.334912	47.60095045
-122.3349248	47.60079695	987	527498	PSL-A008	S WASHINGTON ST 0006 BLOCK S SIDE ( 159) 159 FT E/O ALASKAN E RDWY WAY S (S2-00-63)                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	21766	109	21488	149	-32	PSL	159	A008	1008002	1008	Pioneer Square	Edge	S	1410	12978	87191	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3349248	47.60079695
-122.3348874	47.59820799	164	526677	PSL-A012	S KING ST 0006 BLOCK S SIDE ( 124) 124 FT E/O ALASKAN E RDWY WAY S (S5-00-59)                                                                                                                                                                                  	GOOD	SDOT	INSVC	DISTRICT2	 	N	20834	109	20593	128	-31	PSL	124	A012	1012002	1012	Pioneer Square	Edge	S	1410	12978	86435	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3348874	47.59820799
-122.3336498	47.59821138	239	526740	PSL-A013	S KING ST 0010 BLOCK S SIDE ( 106) 106 FT E/O 1ST AVE S (S5-01-09)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT2	 	N	43054	109	20594	134	-29	PSL	106	A013	1013002	1013	Pioneer Square	Edge	S	1410	12978	87535	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3336498	47.59821138
-122.3322678	47.59821471	242	527507	PSL-A014	S KING ST 0015 BLOCK S SIDE ( 153) 153 FT E/O OCCIDENTAL E AVE S (S5-01-65)                                                                                                                                                                                    	GOOD	SDOT	INSVC	DISTRICT2	 	N	20838	109	20596	153	-27	PSL	153	A014	1014002	1014	Pioneer Square	Edge	S	1410	12978	87241	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3322678	47.59821471
-122.3308168	47.59820727	771	527509	PSL-A015	S KING ST 0020 BLOCK S SIDE ( 189) 189 FT E/O 2ND AVE S (S5-02-13)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT2	 	N	88630	109	20597	189	-29	PSL	189	A015	1015002	1015	Pioneer Square	Edge	S	1410	12978	86429	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3308168	47.59820727
-122.3310226	47.59836926	984	527508	PSL-A016	S KING ST 0020 BLOCK N SIDE ( 107) 107 FT E/O 2ND AVE S (S5-02-20)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT2	 	N	88629	109	20597	138	30	PSL	107	A016	1016002	1016	Pioneer Square	Edge	N	1410	12978	86902	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3310226	47.59836926
-122.3314415	47.59873307	233	527510	PSL-A017	2ND AVE S 0040 BLOCK E SIDE ( 151) 151 FT S/O S JACKSON ST (S02-04-12)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT2	 	N	70866	109	2871	171	34	PSL	151	A017	1017002	1017	Pioneer Square	Edge	E	1410	12978	87496	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3314415	47.59873307
-122.3314305	47.59945417	544	527514	PSL-A018	2ND AVE S 0030 BLOCK E SIDE ( 194) 194 FT S/O S MAIN ST (S02-03-16)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	2926	109	2870	215	36	PSL	194	A018	1018002	1018	Pioneer Square	Core	E	1660	12977	87482	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3314305	47.59945417
-122.3322956	47.59836828	1024	527506	PSL-A023	S KING ST 0015 BLOCK N SIDE ( 133) 133 FT E/O OCCIDENTAL E AVE S (S5-01-60)                                                                                                                                                                                    	GOOD	SDOT	INSVC	DISTRICT2	 	N	20837	109	20596	146	29	PSL	133	A023	1023002	1023	Pioneer Square	Edge	N	1410	12978	87428	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3322956	47.59836828
-122.3334552	47.59837008	1530	591664	PSL-A024	S KING ST 0010 BLOCK N SIDE ( 157) 157 FT E/O 1ST AVE S (S5-01-14)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT2	 	N	43053	109	20594	182	29	PSL	157	A024	1024002	1024	Pioneer Square	Edge	N	1410	12978	87528	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3334552	47.59837008
-122.3344862	47.5983745	1034	526672	PSL-A025	S KING ST 0006 BLOCK N SIDE ( 227) 227 FT E/O ALASKAN E RDWY WAY S (S5-00-64)                                                                                                                                                                                  	GOOD	SDOT	INSVC	DISTRICT2	 	N	20833	109	20593	227	30	PSL	227	A025	1025002	1025	Pioneer Square	Edge	N	1410	12978	86556	T-MOBILE	3G	MS1	M500	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3344862	47.5983745
-122.3346617	47.60011899	981	527516	PSL-A026	S MAIN ST 0006 BLOCK N SIDE ( 199) 199 FT E/O ALASKAN E RDWY WAY S (S3-00-20)                                                                                                                                                                                  	GOOD	SDOT	INSVC	DISTRICT7	 	N	65801	109	20728	199	27	PSL	199	A026	1026002	1026	Pioneer Square	Edge	N	1410	12978	86874	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3346617	47.60011899
-122.3350139	47.5999715	461	527517	PSL-A027	S MAIN ST 0006 BLOCK S SIDE ( 112) 112 FT E/O ALASKAN E RDWY WAY S (S3-00-11)                                                                                                                                                                                  	GOOD	SDOT	INSVC	DISTRICT7	 	N	65802	109	20728	112	-27	PSL	112	A027	1027002	1027	Pioneer Square	Edge	S	1410	12978	87065	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3350139	47.5999715
-122.3345557	47.59912595	1438	527521	PSL-A033	S JACKSON ST 0006 BLOCK S SIDE ( 219) 219 FT E/O ALASKAN E RDWY WAY S (S4-00-33)                                                                                                                                                                               	GOOD	SDOT	INSVC	DISTRICT2	DISTRICT7	N	65546	109	20481	219	-29	PSL	219	A033	1033002	1033	Pioneer Square	Edge	S	1410	12978	87025	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3345557	47.59912595
-122.3343274	47.59878678	946	527531	PSL-A035	1ST AVE S 0040 BLOCK W SIDE ( 133) 133 FT S/O S JACKSON ST (S01-04-11)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT2	 	N	69085	109	1188	153	-34	PSL	133	A035	1035302	1035	Pioneer Square	Edge	W	1730	12997	86197	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM			6-9AM	-122.3343274	47.59878678
-122.334072	47.59878635	994	527530	PSL-A036	1ST AVE S 0040 BLOCK E SIDE ( 132) 132 FT S/O S JACKSON ST (S01-04-10)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT2	 	N	69086	109	1188	153	29	PSL	132	A036	1036302	1036	Pioneer Square	Edge	E	1730	12997	86158	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM			6-9AM	-122.334072	47.59878635
-122.3334027	47.59753166	297	527556	PSL-A039	OCCIDENTAL AVE S 0050 BLOCK W SIDE ( 254) 254 FT S/O S KING W ST (SOO-05-21)                                                                                                                                                                                   	GOOD	SDOT	INSVC	DISTRICT2	 	N	80001	109	12024	277	-34	PSL	254	A039	1039002	1039	Pioneer Square	Edge	W	1410	12978	87587	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3334027	47.59753166
-122.3340287	47.59172763	1255	527714	PSL-A041	1ST AVE S 0120 BLOCK E SIDE ( 207) 207 FT S/O S ROYAL BROUGHAM WAY (S01-12-16)                                                                                                                                                                                 	GOOD	SDOT	INSVC	DISTRICT2	 	N	24222	109	1202	244	41	PSL	207	A041	1041002	1041	Pioneer Square	Edge	E	1410	12978	86164	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3340287	47.59172763
-122.3340305	47.5938218	240	527575	PSL-A042	1ST AVE S 0080 BLOCK E SIDE ( 664) 664 FT S/O RAILROAD S WAY S (S01-08-36)                                                                                                                                                                                     	GOOD	SDOT	INSVC	DISTRICT2	 	N	69098	109	1200	679.5	40	PSL	664	A042	1042002	1042	Pioneer Square	Edge	E	1410	12978	87572	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3340305	47.5938218
-122.3340284	47.59530415	626	567637	PSL-A043	1ST AVE S 0080 BLOCK E SIDE ( 123) 123 FT S/O RAILROAD S WAY S (S01-08-16)                                                                                                                                                                                     	GOOD	SDOT	INSVC	DISTRICT2	 	N	69098	109	1200	138.5	40	PSL	123	A043	1043002	1043	Pioneer Square	Edge	E	1410	12978	86162	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3340284	47.59530415
-122.3340419	47.59719949	241	527533	PSL-A046	1ST AVE S 0050 BLOCK E SIDE ( 380) 380 FT S/O S KING ST (S01-05-30)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT2	 	N	46410	109	1189	399	37	PSL	380	A046	1046002	1046	Pioneer Square	Edge	E	1410	12978	87568	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3340419	47.59719949
-122.3340415	47.59785097	979	527532	PSL-A047	1ST AVE S 0050 BLOCK E SIDE ( 142) 142 FT S/O S KING ST (S01-05-08)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT2	 	N	46410	109	1189	161	37	PSL	142	A047	1047002	1047	Pioneer Square	Edge	E	1410	12978	86160	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3340415	47.59785097
-122.3343414	47.59789758	997	165325	PSL-A048	1ST AVE S 0050 BLOCK W SIDE ( 127) 127 FT S/O S KING ST (S01-05-11)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT2	 	N	46409	109	1189	144	-37	PSL	127	A048	1048002	1048	Pioneer Square	Edge	W	1410	12978	86199	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3343414	47.59789758
-122.3343418	47.59719136	168	515441	PSL-A049	1ST AVE S 0050 BLOCK W SIDE ( 385) 385 FT S/O S KING ST (S01-05-35)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT2	 	N	46409	109	1189	402	-37	PSL	385	A049	1049002	1049	Pioneer Square	Edge	W	1410	12978	86211	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3343418	47.59719136
-122.3299932	47.59972983	237	527611	PSL-A050	2ND AV ET S 0020 BLOCK NE SIDE ( 190) 190 FT NW/O S JACKSON ST (SX2-02-18)                                                                                                                                                                                     	GOOD	SDOT	INSVC	DISTRICT7	 	N	2986	109	2924	208	-28	PSL	190	A050	1050002	1050	Pioneer Square	Edge	NE	1410	12978	87502	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3299932	47.59972983
-122.3318002	47.60132552	780	527615	PSL-A052	2ND AV ET S 0040 BLOCK SW SIDE ( 177) 177 FT NW/O S WASHINGTON ST (SX2-04-15)                                                                                                                                                                                  	GOOD	SDOT	INSVC	DISTRICT7	 	N	48129	109	2926	215	37	PSL	177	A052	1052502	1052	Pioneer Square	Edge	SW	1729	12981	87571	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM			6-9AM 3-7PM	-122.3318002	47.60132552
-122.3311745	47.60178619	1418	527620	PSL-A054	YESLER WAY 0020 BLOCK N SIDE ( 183) 183 FT E/O 2ND AVE (S1-02-12)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	81705	109	13764	200	25	PSL	183	A054	1054002	1054	Pioneer Square	Edge	N	1410	12978	87548	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3311745	47.60178619
-122.3313286	47.60164937	1042	165350	PSL-A062	YESLER WAY 0020 BLOCK S SIDE ( 117) 117 FT E/O 2ND AVE (S1-02-09)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	81706	109	13764	162	-25	PSL	117	A062	1062502	1062	Pioneer Square	Edge	S	1729	12996	87551	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM			3-7PM	-122.3313286	47.60164937
-122.3297141	47.60095591	973	527623	PSL-A064	S WASHINGTON ST 0030 BLOCK N SIDE ( 117) 117 FT E/O 3RD AVE S (S2-03-08)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	21773	109	21493	137	29	PSL	117	A064	1064502	1064	Pioneer Square	Edge	N	1730	12986	86276	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3297141	47.60095591
-122.329623	47.60191859	585	527628	PSL-A067	DILLING WAY 0030 BLOCK SE SIDE (  91) 91 FT NE/O 3RD AVE (4-03-35)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT7	 	N	55410	109	10119	171	-19	PSL	91	A067	1067002	1067	Pioneer Square	Edge	SE	1410	12978	88045	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.329623	47.60191859
-122.3297964	47.60199312	925	527629	PSL-A068	DILLING WAY 0030 BLOCK NW SIDE ( 144) 144 FT NE/O 3RD AVE (4-03-22)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	55409	109	10119	158	30	PSL	144	A068	1068002	1068	Pioneer Square	Edge	NW	1410	12978	88222	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3297964	47.60199312
-122.3342989	47.60204527	59	527633	PSL-A072	1ST AVE 0060 BLOCK W SIDE (  88) 88 FT N/O YESLER WAY (01-06-07)                                                                                                                                                                                               	GOOD	SDOT	INSVC	DISTRICT7	 	N	68905	109	1000	118	30	PSL	88	A072	1072502	1072	Pioneer Square	Core	W	1660	12985	86069	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM			6-9AM 3-6PM	-122.3342989	47.60204527
-122.3346336	47.60181891	723	527622	PSL-A073	YESLER WAY 0009 BLOCK N SIDE (  46) 46 FT E/O POST AVE (S1-00-62)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	59049	109	13760	61	35	PSL	46	A073	1073002	1073	Pioneer Square	Edge	N	1410	12978	88208	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3346336	47.60181891
-122.3351503	47.60181609	779	527621	PSL-A074	YESLER WAY 0007 BLOCK N SIDE (  64) 64 FT E/O WESTERN AVE (S1-00-54)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	13809	109	13759	99	34	PSL	64	A074	1074002	1074	Pioneer Square	Edge	N	1410	12978	88210	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3351503	47.60181609
-122.3338301	47.60284078	24	527635	PSL-A076	CHERRY ST 0010 BLOCK NW SIDE ( 125) 125 FT NE/O 1ST AVE (7-01-10)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	32461	109	9659	150	30	PSL	125	A076	1076002	1076	Pioneer Square	Core	NW	1652	12977	87290	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3338301	47.60284078
-122.333083	47.60215679	296	527505	PSL-A079	JAMES ST 0010 BLOCK NW SIDE ( 151) 151 FT NE/O YESLER WAY (6-01-12)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	11105	109	11049	255	27	PSL	151	A079	1079002	1079	Pioneer Square	Core	NW	1652	12977	86938	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.333083	47.60215679
-122.3331365	47.60196031	1419	527638	PSL-A080	JAMES ST 0010 BLOCK SE SIDE ( 106) 106 FT NE/O YESLER WAY (6-01-07)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	11106	109	11049	206	-27	PSL	106	A080	1080002	1080	Pioneer Square	Core	SE	1652	12977	86981	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3331365	47.60196031
-122.3320054	47.60243959	957	527642	PSL-A081	JAMES ST 0020 BLOCK SE SIDE ( 105) 105 FT NE/O 2ND AVE (6-02-09)                                                                                                                                                                                               	GOOD	SDOT	INSVC	DISTRICT7	 	N	33734	109	11050	134	-25	PSL	105	A081	1081002	1081	Pioneer Square	Core	SE	1652	12977	87943	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM				-122.3320054	47.60243959
-122.3340311	47.59333955	976	527576	PSL-A083	1ST AVE S 0080 BLOCK E SIDE ( 840) 840 FT S/O RAILROAD S WAY S (S01-08-72)                                                                                                                                                                                     	GOOD	SDOT	INSVC	DISTRICT2	 	N	69098	109	1200	855.5	40	PSL	840	A083	1083002	1083	Pioneer Square	Edge	E	1410	12978	87574	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3340311	47.59333955
-122.3290075	47.60199345	770	527644	PSL-A084	4TH AVE 0040 BLOCK NE SIDE (  72) 72 FT NW/O 4TH AVE S (04-04-06)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	6166	109	6119	72	-29	PSL	72	A084	1084502	1084	Pioneer Square	Edge	NE	1729	12981	87504	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM			6-9AM 3-7PM	-122.3290075	47.60199345
-122.3293355	47.60233147	991	527643	PSL-A085	4TH AVE 0045 BLOCK NE SIDE (   0) 0 FT NW/O DILLING WAY (04-04-20)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT7	 	N	28946	109	6120	0	-29	PSL	0	A085	1085502	1085	Pioneer Square	Edge	NE	1729	12981	87508	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM			6-9AM 3-7PM	-122.3293356	47.60233147
-122.33258	47.60164605	1032	526735	PSL-A086	YESLER WAY 0016 BLOCK S SIDE (  53) 53 FT E/O OCCIDENTAL AVE S (S1-01-53)                                                                                                                                                                                      	GOOD	SDOT	INSVC	DISTRICT7	 	N	59062	109	13763	73	-27	PSL	53	A086	1086102	1086	Pioneer Square	Core	S	1733	12979	87371	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM			4-6PM	-122.33258	47.60164605
-122.3324053	47.60199277	623	526691	PSL-A087	2ND AVE 0050 BLOCK SW SIDE (  94) 94 FT NW/O YESLER WAY (02-05-09)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT7	 	N	70725	109	2748	140.5	36	PSL	94	A087	1087502	1087	Pioneer Square	Core	SW	1660	13000	87575	T-MOBILE	3G	MS1	 	DISPLAY		3	480	659	5	660	1079				3	480	659	5	660	1079													08AM	06PM	08AM	06PM			6-9AM 3-7PM	-122.3324053	47.60199277
-122.3301763	47.60056736	1033	526734	PSL-A088	3RD AVE S 0020 BLOCK E SIDE (  94) 94 FT S/O S WASHINGTON ST (S03-02-08)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	27398	109	4515	112	29	PSL	94	A088	1088002	1088	Pioneer Square	Edge	E	1410	12978	87488	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3301763	47.60056736
-122.3346682	47.59927418	555	527519	PSL-A092	S JACKSON ST 0006 BLOCK N SIDE ( 191) 191 FT E/O ALASKAN E RDWY WAY S (S4-00-16)                                                                                                                                                                               	GOOD	SDOT	INSVC	DISTRICT2	DISTRICT7	N	65545	109	20481	191	25	PSL	191	A092	1092002	1092	Pioneer Square	Edge	N	1410	12978	88052	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3346682	47.59927418
